Source;Target;Weight
Gost;Laura;1
Laura;VtorojGost;1
DonGuan;TretijGost;1
DonGuan;Leporello;2
Gost;TretijGost;1
DonaAnna;Leporello;2
DonaAnna;Statuja;1
DonGuan;Laura;1
Gost;VtorojGost;1
PervyjGost;TretijGost;1
DonGuan;Gost;1
DonGuan;VtorojGost;1
Laura;TretijGost;1
Laura;PervyjGost;1
DonKarlos;Gost;1
DonGuan;PervyjGost;1
Leporello;Monah;1
DonKarlos;VtorojGost;1
DonGuan;Statuja;1
DonKarlos;PervyjGost;1
TretijGost;VtorojGost;1
DonaAnna;Monah;1
DonKarlos;Laura;1
DonGuan;DonaAnna;3
DonGuan;Monah;1
DonGuan;DonKarlos;1
PervyjGost;VtorojGost;1
DonKarlos;TretijGost;1
Gost;PervyjGost;1
